,Age,G,GS,MP,3PAr,FTr,AST%,STL%,BLK%,TOV%,USG%,WS/48,VORP,3P%,2P%,FTA,FT%,AST,STL,BLK,TOV,Popularity,C,PPG,Allstar
217,32,56,1,568,0.331,0.39,8,1.3,1,12.6,14.4,0.081,-0.1,0.311,0.527,53,0.717,31,14,7,23,95,0,3.14,0
218,31,38,0,350,0.037,0.426,5.6,0.9,1.3,21,10.6,-0.042,-0.4,0,0.308,23,0.522,14,6,6,17,1914,0,1.16,0
219,21,61,2,902,0.469,0.238,9.8,0.7,0.8,11,18.7,0.091,-0.2,0.384,0.5,70,0.843,56,12,10,40,1308,0,6.13,0
220,23,80,80,2897,0.37,0.225,29.1,2.2,0.3,12.9,23.7,0.096,2.1,0.375,0.412,281,0.819,521,125,10,203,731,0,17.46,0
221,25,49,2,892,0.263,0.278,8.1,2.3,0.7,10.6,20.2,0.107,0.3,0.301,0.502,88,0.773,43,38,8,42,221,0,7.69,0
222,25,81,38,2325,0.021,0.309,8.7,1.8,3.8,14.5,16.1,0.151,3.2,0.385,0.558,187,0.727,122,81,110,117,175,0,10.04,0
225,28,69,5,1035,0.037,0.368,7.4,2.8,1,14.7,21.7,0.106,0,0.077,0.536,131,0.618,46,56,14,71,1158,0,6.55,0
226,25,54,11,878,0.074,0.237,10.2,2.4,4.5,17.9,19.3,-0.028,-0.2,0.095,0.439,67,0.597,58,41,50,68,3149,0,5.11,0
227,31,72,72,2642,0.375,0.153,16.7,1,0.4,9.9,21.7,0.092,1.5,0.375,0.452,161,0.82,253,49,14,123,408,0,16.25,1
228,23,51,0,619,0.522,0.178,12.5,0.9,1.1,13,16.4,0.115,0.1,0.383,0.419,32,0.719,47,11,9,29,1208,0,3.98,0
229,25,50,21,953,0.391,0.088,5.9,1.2,1.4,10.4,21.4,0,-0.7,0.323,0.461,35,0.771,34,22,18,48,315,0,7.98,0
234,22,63,17,803,0.161,0.234,3,1.2,2.1,11.1,15.3,0.007,-0.8,0.257,0.47,51,0.667,16,19,22,30,261,0,3.7,0
235,24,29,3,338,0.083,0.486,36.2,2.1,0.5,22.3,23,0.001,-0.2,0.111,0.39,53,0.66,83,14,2,38,1207,0,4,0
236,32,38,0,221,0.869,0.066,8.4,0.5,2.2,4.6,14.2,0.054,-0.1,0.302,0.625,4,0.5,13,2,6,3,494,0,1.58,0
237,21,38,1,280,0.02,0.152,5.5,0.9,1.6,12.4,19.6,-0.003,-0.5,0,0.402,15,0.667,10,5,6,15,985,0,2.32,0
238,21,19,0,276,0.202,0.181,8.6,2.2,5.2,11.4,18.1,0.128,0.3,0.263,0.507,17,0.765,15,12,19,13,519,0,5.47,0
240,21,28,9,388,0.191,0.191,20.2,2,0.7,15,16.6,0.113,0.1,0.286,0.506,21,0.857,53,15,4,21,373,0,4.5,0
241,30,66,52,1363,0.002,0.138,6.6,1.1,3,13.6,25.3,0.058,-0.6,0,0.508,85,0.788,51,29,52,103,262,1,10.5,0
242,20,70,2,1078,0.003,0.309,5,1.4,2.3,19,22.4,0.101,0,1,0.542,117,0.795,31,28,32,101,144,1,7.23,0
243,39,76,48,2043,0.795,0.117,17.8,3.3,1.1,15,11.6,0.128,3.3,0.351,0.452,48,0.833,249,125,25,76,684,0,6.03,0
244,19,78,77,2025,0.015,0.305,10.1,1.4,2.8,12.7,17.9,0.051,-0.1,0.222,0.462,187,0.749,117,54,70,101,599,0,9.03,0
245,31,64,64,2034,0.214,0.446,14.4,2.4,2.4,15.1,17.4,0.142,3.2,0.292,0.566,250,0.752,177,96,62,119,629,0,12.36,0
246,28,20,3,376,0.458,0.264,6.9,0.6,0.4,8,21.6,0.013,-0.3,0.303,0.359,38,0.842,16,4,2,14,482,0,7.4,0
247,21,75,75,2365,0.372,0.256,21.3,1.3,0.3,17.3,22.8,0.022,-0.1,0.367,0.43,225,0.733,303,58,8,205,231,0,13.32,0
248,31,74,60,2259,0.689,0.13,9.9,1.6,1.3,9.9,14.5,0.137,2.7,0.457,0.471,78,0.859,146,70,37,70,86,0,10.95,0
249,23,81,81,1817,0.002,0.205,2.6,1.2,4.4,8.7,14.5,0.171,1.6,0,0.582,104,0.558,32,44,103,53,460,1,8,0
253,20,23,0,147,0.441,0.206,5.4,0.7,1,7.5,24.8,0.058,-0.2,0.3,0.395,14,1,5,2,2,6,869,0,3.09,0
254,29,81,2,1876,0.005,0.453,5.6,0.9,1.3,13.7,20,0.159,0.6,0.333,0.541,273,0.817,65,35,31,115,667,0,10.79,0
255,25,73,71,2513,0.239,0.32,30.2,2.1,0.2,14.1,22.3,0.141,2.2,0.366,0.491,311,0.756,501,107,8,182,326,0,16.66,0
256,27,78,39,1941,0.294,0.136,11.7,2.4,0.9,13,15.7,0.082,0.8,0.372,0.503,72,0.861,143,89,21,84,208,0,7.85,0
257,29,79,79,2907,0.003,0.276,16.5,1.2,0.6,13.7,23.2,0.15,3.3,0,0.521,320,0.797,279,67,22,207,1319,0,18.47,0
258,22,16,12,289,0.316,0.263,10.7,2.1,1.6,10.5,14.7,0.059,0.1,0.333,0.404,20,0.6,20,12,6,10,878,0,4.88,0
259,21,58,57,1810,0.331,0.24,7.7,2.7,1.3,9.6,16.4,0.166,2.7,0.374,0.554,126,0.825,93,97,32,62,109,0,11.88,0
260,20,69,9,1206,0.025,0.321,4.3,0.5,2.4,13.4,13.9,0.097,-0.2,0.429,0.548,89,0.809,33,11,38,49,736,1,5.46,0
264,33,55,9,792,0.526,0.181,5.7,1.4,1.4,10.9,18.2,0.071,-0.2,0.389,0.441,45,0.622,30,21,14,33,519,0,5.18,0
265,24,39,1,290,0.404,0.383,7.2,3.2,0.8,20.3,10.8,0.092,0.1,0.368,0.5,18,0.5,15,18,3,14,217,0,1.49,0
266,22,82,82,3167,0.391,0.249,28.8,1.2,0.5,14.5,24.2,0.088,1.9,0.368,0.469,321,0.844,531,74,19,243,386,0,19.05,1
267,24,82,82,2640,0.287,0.307,29.4,2.5,0.8,18.8,20.8,0.099,1.5,0.339,0.483,275,0.785,497,134,29,236,1109,0,13.35,0
271,24,74,74,2253,0.001,0.358,6.4,0.8,5.2,9.4,28.6,0.191,1.9,0,0.522,392,0.758,70,33,154,131,1290,1,19.42,0
273,24,18,18,618,0.309,0.477,11.8,1.1,1.1,9.8,28.9,0.084,0.1,0.217,0.413,142,0.704,42,13,9,39,259,0,18.33,1
274,26,68,52,2020,0.448,0.384,34.6,2.5,1,17.7,20.3,0.133,2.9,0.362,0.433,239,0.795,435,94,24,157,135,0,11.63,0
275,30,63,0,827,0.452,0.075,21.5,1.5,0.1,7,20.8,0.061,-0.2,0.377,0.393,25,0.72,105,23,1,26,2136,0,5.29,0
276,22,6,0,21,0.167,0.333,44.2,4.8,0,53.8,31,-0.23,-0.1,0,0.6,2,1,6,2,0,8,1251,0,1.33,0
281,33,18,0,257,0.276,0.632,11.4,1.2,0.6,14.9,20.2,0.017,-0.3,0.238,0.4,48,0.75,19,6,2,17,1124,0,5.28,0
282,26,80,2,1322,0.006,0.52,3.3,1.6,3.7,18.5,17.1,0.083,-0.2,0,0.456,171,0.608,27,39,66,92,164,1,5.03,0
283,34,67,67,2010,0.106,0.146,13.1,1.9,1.8,12.3,19,0.127,2.4,0.315,0.538,101,0.782,163,75,47,103,336,0,12.12,0
284,21,48,3,702,0.483,0.093,29.4,1.6,0.4,26.6,13.6,-0.012,-0.9,0.315,0.423,14,0.571,143,22,4,57,536,0,2.98,0
285,28,41,3,694,0.579,0.111,4.8,1.4,0.7,10.8,19.5,0.047,-0.3,0.397,0.358,28,0.714,20,19,6,32,347,0,6.59,0
287,29,77,0,2136,0.477,0.316,7.9,1.7,0.3,10.2,21,0.157,1.3,0.426,0.472,246,0.89,106,72,8,101,638,0,13.99,0
288,32,69,13,1219,0.521,0.141,9.5,1.2,0.8,13.6,14.3,0.057,0.1,0.415,0.452,43,0.907,74,26,11,51,772,0,5.35,0
289,26,69,69,2403,0.526,0.231,11.8,2,0.6,10.9,19.1,0.093,2,0.398,0.478,187,0.797,174,90,18,109,140,0,14.81,0
290,25,82,82,2913,0.34,0.227,19.4,1.6,0.6,15.7,20.9,0.069,1.7,0.407,0.471,233,0.82,361,93,23,210,347,0,15.3,0
291,26,58,45,1326,0.098,0.334,6.1,1.6,0.8,13.9,16.5,0.017,-0.7,0.351,0.406,126,0.571,55,42,14,70,329,0,6.67,0
292,25,79,0,1433,0.002,0.353,2.7,1.1,8.5,12.9,21.1,0.163,1.2,1,0.574,186,0.591,24,30,157,90,598,1,9.08,0
296,25,78,10,1663,0.645,0.181,6.4,1.8,0.2,8.3,16.7,0.085,0.5,0.357,0.441,96,0.896,69,58,5,52,411,0,7.92,0
297,21,27,0,475,0.319,0.227,9.5,1.7,0.7,6.6,15.9,0.089,0,0.311,0.5,32,0.844,28,15,4,11,117,0,6.11,0
298,25,65,13,1364,0.534,0.174,8.1,1.9,1,9.5,23.9,0.092,0.3,0.384,0.451,107,0.869,63,49,17,69,151,0,11.22,0
299,36,82,11,2151,0.101,0.307,32.2,1.7,0.4,19.3,17.9,0.12,1,0.266,0.504,194,0.84,484,73,11,172,525,0,9.59,0
300,22,52,2,694,0.519,0.074,9.3,1.3,1.4,17.1,9,0.034,0,0.393,0.423,8,1,44,17,12,23,1582,0,2.27,0
301,32,59,17,900,0.758,0.048,16.2,1.2,0.4,12.9,14.4,0.137,0.6,0.417,0.482,11,0.727,99,21,4,35,785,0,4.76,0
302,20,7,0,26,0.083,0.167,16.8,1.9,0,7.2,23.1,-0.051,0,0,0.364,2,0.5,3,1,0,1,710,0,1.29,0
303,24,58,2,656,0.539,0.079,14.9,2,0.4,13.5,20.2,0.109,0.3,0.4,0.55,19,0.842,62,26,4,39,57,0,5.07,0
304,27,78,78,2375,0.045,0.407,14.5,2.3,2.7,11.8,22.4,0.154,3.5,0.333,0.498,356,0.742,201,102,80,138,526,0,14.55,1
305,35,63,12,693,0.011,0.261,5.8,1.6,3.5,10.7,14.9,0.082,-0.1,0,0.371,47,0.723,26,21,32,24,365,1,2.63,0
306,22,81,81,2687,0.004,0.371,18.6,2.1,1.6,16,24.8,0.105,3,0,0.488,392,0.689,281,105,55,234,100,1,16.02,0
307,23,75,21,1682,0.329,0.099,19.1,1.6,1.1,14.4,19.7,0.006,-0.5,0.34,0.424,59,0.797,206,51,23,105,167,0,7.84,0
308,22,48,17,683,0.351,0.197,16.8,1.6,0.2,18.1,16.2,0.016,-0.4,0.364,0.402,37,0.649,76,21,2,45,1358,0,4.04,0
312,23,82,32,1837,0.205,0.194,9.4,2.2,2.6,12.8,19.7,0.044,0.5,0.336,0.426,127,0.732,108,77,64,104,172,0,8.17,0
316,22,44,14,538,0.39,0.239,9.5,0.6,1.4,13.6,22.1,0.061,-0.1,0.289,0.562,51,0.627,31,7,10,37,233,0,5.68,0
317,26,41,1,366,0.023,0.299,3.4,0.8,3.8,20.3,14.6,0.096,0,0,0.518,26,0.769,9,6,18,25,38,1,2.63,0
318,23,53,41,1428,0.369,0.176,10.1,1.2,1.8,10.9,21.7,0.005,-0.6,0.317,0.425,99,0.646,81,34,32,74,999,0,10.64,0
319,32,14,1,256,0.574,0.18,3.8,2,1.8,9.6,13,0.062,0,0.314,0.423,11,0.909,7,10,6,7,590,0,4.64,0
320,38,50,50,1627,0.274,0.244,32.8,0.9,0.2,19.3,17.8,0.127,0.4,0.438,0.519,116,0.922,333,30,5,126,1400,0,12.72,0
321,28,68,17,1484,0.42,0.124,13.5,1,0.1,9.9,21.7,0.06,-0.2,0.355,0.454,74,0.865,129,30,2,69,274,0,9.49,0
322,30,56,56,1977,0.455,0.131,33.3,1.9,0.2,15.7,22.5,0.05,0.9,0.341,0.435,102,0.873,413,71,6,154,565,0,14.68,0
324,27,66,64,2426,0.008,0.376,17.6,1.7,4.4,19.3,17.2,0.145,4.4,0,0.485,237,0.751,262,78,141,176,405,1,11.88,1
325,29,81,1,1641,0.816,0.077,3.3,0.9,0.4,2.6,13,0.116,0.8,0.425,0.367,33,0.909,35,28,8,12,1460,0,6.6,0
326,34,53,47,1661,0.216,0.265,13.5,1.2,1.7,7.9,24.2,0.145,1.5,0.414,0.487,193,0.86,132,38,37,70,1019,0,17.3,1
327,22,57,5,638,0.005,0.228,13.1,0.9,3.1,14.6,18.1,0.107,0.2,0,0.515,45,0.667,52,11,26,37,129,1,4.07,0
328,33,82,2,1616,0.246,0.115,12.4,2.2,3,18.3,13.3,0.081,1.3,0.2,0.464,42,0.476,142,69,58,86,47,0,4.02,0
329,28,38,2,444,0.282,0.294,7.7,1.3,1.4,8.7,21.9,0.037,-0.3,0.28,0.472,52,0.731,21,11,8,19,210,0,5.26,0
330,28,52,15,1134,0.012,0.427,10.3,1.6,0.8,19.6,14.6,0.116,0.6,0,0.479,103,0.757,79,35,12,70,34,1,5.88,0
335,30,66,66,2174,0.068,0.332,40.4,1.3,0.2,13,27.7,0.206,2.6,0.353,0.534,330,0.845,499,54,6,170,523,0,20.32,1
336,24,76,76,2758,0.421,0.165,15.6,1.4,0.9,12.7,18.3,0.121,3.3,0.385,0.559,155,0.729,269,75,32,147,442,0,15.49,0
340,27,70,70,2335,0.271,0.377,46.5,3.8,0.4,13.7,22.6,0.287,5.6,0.328,0.538,323,0.885,678,169,10,159,1381,0,16.94,1
341,29,39,1,528,0.504,0.05,8.9,2.4,0.7,10.3,11.8,0.009,-0.1,0.3,0.407,6,0.167,32,24,5,14,1613,0,2.64,0
342,28,78,78,1954,0.003,0.23,7.9,1.1,3.2,24,10.6,0.062,0.8,0,0.458,72,0.611,111,43,83,109,354,1,4.23,0
343,27,31,8,352,0.036,0.109,7.1,1.5,2,17.2,18.3,0.048,-0.2,0.25,0.443,12,0.917,16,10,9,24,486,1,3.48,0
344,35,77,77,2575,0.35,0.387,25.1,1.7,0.9,14.3,27.4,0.135,3.4,0.38,0.466,423,0.787,370,84,30,214,786,0,18.57,0
345,30,19,16,386,0.653,0.184,3.5,1.7,1.2,13.1,14.7,-0.004,-0.2,0.313,0.412,18,0.667,9,12,6,16,1520,0,5.26,0
346,24,59,1,1243,0.508,0.251,7.6,1.5,0.4,11.2,13.9,0.125,0.8,0.395,0.463,75,0.787,61,35,6,42,213,0,6.36,0
347,26,57,22,1278,0.484,0.15,26.4,1.3,0.2,12.7,18,0.084,0.1,0.35,0.427,62,0.79,205,33,3,64,831,0,7.74,0
348,29,39,0,510,0.325,0.2,21,2.7,0.4,20.7,14.8,-0.017,-0.4,0.256,0.358,24,0.708,73,26,3,34,376,0,2.69,0
349,35,78,18,1263,0.609,0.114,27.5,2.9,0.1,27.1,11.7,0.123,0.8,0.396,0.547,25,0.88,236,69,2,86,600,0,3.53,0
353,29,7,0,78,0.313,0.125,16.3,2,0,26.2,13.1,-0.124,-0.2,0,0.364,2,1,9,3,0,6,667,0,1.43,0
354,32,25,0,144,0.628,0.07,8.6,3,2.1,13.6,16.4,0.02,0,0.185,0.5,3,0.667,8,8,4,7,1088,0,1.32,0
355,23,39,0,329,0.07,0.395,5.5,2.9,5,21.7,22.5,0.073,0,0,0.528,45,0.689,12,19,21,37,238,0,3.67,0
356,31,76,75,2607,0.022,0.293,7.3,1.3,1,11.5,23.1,0.145,1.4,0.087,0.469,300,0.75,108,61,31,150,343,0,15.38,0
360,32,33,33,936,0.497,0.098,8.6,2.3,1.2,6.9,18.5,0.07,0.3,0.341,0.462,33,0.606,51,40,15,26,736,0,10.52,0
361,32,1,0,29,0.364,0.182,4.8,0,0,14.4,22.4,-0.181,-0.1,0.25,0,2,1,1,0,0,2,256,0,5,0
362,31,82,82,2474,0.261,0.202,21,1.7,0.5,12.8,18.3,0.084,1,0.311,0.503,164,0.848,311,82,15,130,188,0,11.45,0
363,20,61,26,1418,0.221,0.277,13.9,1,0.5,14.5,16.8,-0.038,-1.3,0.326,0.385,108,0.546,127,26,9,74,436,0,6.18,0
364,27,78,5,1324,0.299,0.151,28.2,1.5,0.2,11.5,21.6,0.078,-0.2,0.386,0.43,77,0.909,219,37,3,71,703,0,7.12,0
365,28,82,23,2086,0.378,0.183,31.4,2.2,0.4,12.6,25.1,0.136,1.9,0.405,0.45,169,0.799,358,85,10,144,652,0,13.1,0
369,26,38,38,1423,0.108,0.2,49.3,2.6,0.5,22.6,21.7,0.108,1.3,0.24,0.513,93,0.645,420,70,9,148,637,0,13.74,0
370,21,73,2,1239,0.429,0.092,7.2,1.8,0.9,9.2,19.6,0.034,-0.3,0.332,0.464,42,0.714,53,43,14,48,243,0,6.4,0
371,28,5,5,122,0.257,0.286,28.8,1.3,0,15.1,17,-0.017,-0.1,0,0.423,10,0.7,23,3,0,7,1538,0,5.8,0
372,22,57,47,1691,0.179,0.514,38.8,4.2,0.2,21.4,21.2,0.085,1.6,0.293,0.374,264,0.799,418,137,5,172,1822,0,10.67,0
373,27,2,0,25,0.222,0.333,14.5,0,0,22.5,23.9,0.051,0,0,0.857,3,0.667,2,0,0,3,452,0,7,0
375,33,76,72,2278,0.436,0.18,14.8,1.1,0.9,11.4,14.5,0.034,0.1,0.371,0.42,110,0.773,226,51,25,85,188,0,8.84,0
376,24,18,1,196,0.017,0.4,6.3,0.8,1.2,7.8,17.4,-0.016,-0.3,0,0.373,24,0.583,8,3,3,6,1489,1,3.22,0
377,24,71,55,1937,0.003,0.225,6.8,1.4,7.6,11.6,16.9,0.149,2.2,0,0.507,136,0.618,83,53,201,87,202,1,9.8,0
378,32,82,67,2184,0.017,0.251,14.5,1.6,1.2,11,23.3,0.096,1.1,0.188,0.477,230,0.787,182,67,35,126,674,0,12.78,0
379,24,40,1,376,0.007,0.381,5.4,0.6,0.4,10.9,23.7,0.11,-0.4,0,0.479,56,0.768,12,4,2,21,1132,0,4.58,0
380,28,81,81,2229,0.554,0.148,8.2,2.4,1.5,11.4,11.4,0.146,3.1,0.419,0.558,69,0.826,125,103,44,64,183,0,7.57,0
381,21,10,0,59,0.273,0.5,10.5,1.8,0,20.7,26.4,-0.143,-0.1,0.167,0.313,11,0.636,4,2,0,7,1029,0,2,0
383,26,61,0,1652,0.158,0.513,25.5,1.5,0.3,11.2,25.7,0.084,0,0.308,0.427,347,0.839,230,48,7,104,347,0,14.36,0
384,21,19,0,93,0.087,0.696,5.1,1.7,0.8,26.8,20.3,-0.017,-0.1,0.5,0.429,16,0.563,3,3,1,11,239,0,1.58,0
385,22,45,45,996,0.462,0.171,11.6,2.3,0.6,11.1,15.6,0.094,0.7,0.402,0.392,47,0.766,75,43,7,37,805,0,6.78,0
386,24,77,16,1840,0.454,0.236,25.2,1.5,1.1,17.3,20.6,0.02,-0.1,0.295,0.435,150,0.72,286,54,27,147,400,0,8.64,0
388,24,82,74,2293,0.312,0.193,5.3,1.3,1.3,12.3,15.8,0.048,0.1,0.35,0.464,124,0.806,77,57,37,98,434,0,8.78,0
389,23,57,11,924,0.149,0.29,6.3,2.1,2.1,14.2,15.7,0.028,-0.3,0.194,0.415,70,0.571,37,38,24,45,242,0,4.05,0
393,22,70,10,1110,0.004,0.474,3.5,0.8,2.7,11,14.7,0.172,0.4,0,0.623,130,0.623,25,18,40,41,2146,1,6.01,0
397,27,80,0,2678,0.349,0.249,14.5,2,0.8,8.8,26.5,0.12,2.2,0.356,0.458,311,0.762,218,100,24,134,805,0,18.08,0
398,26,51,0,876,0.012,0.299,7,0.9,4.3,12.5,23.4,0.095,0,0,0.496,102,0.843,34,15,45,55,1855,1,8.24,0
399,27,76,76,2683,0.17,0.272,20.9,1.8,3.9,14.6,26.7,0.075,2.8,0.303,0.498,321,0.517,321,94,136,226,340,0,17.46,0
400,24,40,0,288,0.246,0.246,19.9,1.3,0.3,18.7,24.7,-0.082,-0.5,0.214,0.419,28,0.714,35,7,1,29,1469,0,2.75,0
404,28,81,58,1997,0.004,0.506,10,1.6,2.3,12.7,18.2,0.197,2.5,0,0.561,285,0.73,130,63,64,100,435,0,10.35,0
405,38,37,0,544,0.517,0.134,10.4,0.7,0.6,11.6,17.5,0.037,-0.3,0.337,0.434,23,0.87,35,7,4,24,658,0,4.92,0
406,22,78,72,2278,0.314,0.192,16.2,1.9,0.5,14.4,15.2,0.115,1.7,0.33,0.52,115,0.652,223,81,16,109,121,0,8.81,0
407,31,56,31,1158,0.798,0.088,6.5,1.3,0.4,7.8,11.8,0.061,0.1,0.364,0.415,23,0.522,52,29,6,23,202,0,5.07,0
410,26,76,24,2171,0.243,0.364,20.3,1.2,0.6,13.4,21,0.055,-0.3,0.302,0.44,272,0.783,270,51,17,134,349,0,11.53,0
411,20,45,5,892,0.022,0.28,6.2,1.3,1.9,10.3,14.9,0.146,0.3,0.2,0.5,63,0.746,35,22,22,29,626,0,6,0
412,23,77,29,1507,0.386,0.258,7,1.6,0.8,9.7,14.9,0.039,-0.5,0.344,0.486,103,0.728,63,47,15,48,1153,0,6.13,0
413,22,38,0,221,0.149,0.31,15.9,3.2,0,20.2,25.8,-0.077,-0.3,0.462,0.351,27,0.556,21,13,0,25,983,0,2.24,0
414,24,80,78,2628,0.255,0.232,36.1,2.3,0.8,17.6,23,0.111,0.8,0.359,0.482,226,0.881,579,117,28,230,184,0,14.58,0
415,19,48,0,392,0.204,0.142,25.6,1.2,1.3,22.6,18.2,-0.031,-0.5,0.174,0.433,16,0.563,63,9,7,35,671,0,2.06,0
416,27,53,0,499,0.584,0.059,7.7,1.4,1.2,9.5,19.4,0.087,0.1,0.343,0.442,11,0.818,23,13,8,20,448,0,3.55,0
420,26,51,36,1156,0.31,0.143,15.5,2.3,1.2,18.2,13.2,0.049,0.2,0.325,0.444,37,0.703,115,50,17,61,329,0,5.14,0
421,35,79,24,2124,0.511,0.202,14.9,1.6,0.4,12.6,18,0.091,0.7,0.372,0.498,131,0.87,198,66,11,102,241,0,10.11,0
422,23,79,62,2122,0.386,0.345,24.6,1.6,0.1,12.7,23,0.114,1,0.358,0.491,287,0.882,316,67,3,140,265,0,13.92,0
423,40,39,17,392,0.012,0.157,8.3,1.4,3.5,8.3,11.5,0.135,0.2,1,0.537,13,0.462,21,10,16,8,1085,0,2.49,0
428,26,26,2,360,0.059,0.228,9.1,2,3.4,10.2,21.1,-0.025,-0.4,0.375,0.352,31,0.839,19,14,15,17,839,0,4.81,0
429,26,82,81,2285,0.004,0.277,6,1.1,2.1,10.8,18.2,0.075,0,0,0.504,206,0.694,84,48,61,101,842,0,10.87,0
430,22,82,82,2936,0.437,0.13,10.1,1.5,1.2,11,21.8,0.07,1.4,0.401,0.437,157,0.841,183,86,45,157,133,0,16.57,0
431,21,82,82,2564,0.004,0.364,6.9,1.2,2.2,11.7,18.3,0.098,1,0,0.49,291,0.608,108,60,71,123,63,0,11.67,0
432,25,72,8,1726,0.49,0.163,9,1.8,0.2,7.6,23.1,0.089,0.6,0.372,0.484,126,0.881,91,61,4,68,215,0,12.72,0
433,34,66,32,1221,0.543,0.111,34.1,2.8,0.9,30.2,13.1,0.035,-0.3,0.307,0.439,26,0.692,290,64,14,106,1265,0,3.47,0
434,27,62,11,963,0.616,0.236,4.8,0.8,1,13.1,13.2,0.059,-0.3,0.338,0.446,51,0.863,32,15,12,36,421,0,4.08,0
435,27,79,45,1910,0.158,0.194,8.6,1.7,0.7,12.2,12.8,0.074,0.8,0.314,0.503,86,0.744,109,62,19,67,672,0,6.41,0
436,33,11,1,189,0.453,0.113,17.2,1.9,0.4,17.7,16.3,-0.116,-0.3,0.042,0.448,6,0.5,23,7,1,12,443,0,2.91,0
437,24,82,82,2892,0.151,0.198,19.7,1.3,0.5,14,21.2,0.035,-0.1,0.365,0.428,208,0.74,354,71,17,187,249,0,13.34,0
438,25,76,9,1312,0.004,0.442,4.7,1.5,4.7,11.8,12.1,0.098,0.5,0,0.437,119,0.748,43,39,85,43,969,1,4.25,0
443,30,25,25,901,0.017,0.353,15.4,2.1,1.3,11.6,18.7,0.173,1.5,0,0.486,102,0.755,84,37,14,44,143,1,14.12,0
444,26,78,78,2685,0.24,0.152,44.9,1.3,0.2,18.6,23,0.067,1.4,0.342,0.462,154,0.805,704,66,6,247,1011,0,13.88,0
445,22,51,4,601,0.009,0.342,7.3,1.3,2.2,17.1,12,0.059,-0.1,0,0.504,39,0.308,28,15,17,27,439,0,2.47,0
446,28,69,0,1092,0.558,0.106,8.4,1.5,2.8,7.4,21.9,0.069,0.1,0.347,0.415,49,0.551,54,31,39,39,279,0,6.77,0
447,22,77,77,2559,0.003,0.142,9.3,1.2,2.4,13,19.3,0.106,1.6,0,0.52,126,0.683,143,61,79,141,1066,1,13.09,0
448,31,69,69,2391,0.06,0.389,26.6,2.8,1.9,13.2,29.5,0.192,3.5,0.258,0.537,425,0.725,352,128,56,194,333,0,21.2,1
449,21,61,48,1756,0.249,0.261,18.4,1.7,0.7,11.8,26.1,0.026,-0.5,0.31,0.446,213,0.746,183,59,16,121,190,0,14.66,0
450,22,82,82,2859,0.267,0.298,31.2,2.9,0.9,12.4,25.6,0.08,2.5,0.322,0.459,371,0.798,471,160,31,200,585,0,17.74,0
451,22,49,42,1602,0.061,0.416,43.9,2.1,1.8,15.3,29.3,0.134,2.2,0.267,0.452,306,0.804,373,65,37,157,808,0,18.49,1
452,30,69,68,2076,0.356,0.415,13.3,2.5,1.7,16.9,14.5,0.072,2,0.282,0.461,190,0.637,181,97,46,110,413,0,7.7,0
453,38,21,0,296,0.486,0.141,3.5,2.3,4.4,6.2,25.4,0.101,-0.1,0.319,0.452,20,0.7,6,13,15,10,818,1,6.95,0
454,32,50,0,857,0.37,0.11,28.7,2.5,1.2,24,13,0.045,0.2,0.299,0.447,20,0.5,166,42,13,60,116,0,3.44,0
455,28,80,8,1521,0.466,0.198,17.2,2.3,0.6,12.1,17.2,0.12,1.2,0.411,0.424,91,0.78,161,66,12,69,389,0,6.79,0
456,33,48,4,829,0.233,0.208,31.8,2.5,0.8,34.5,11,0.001,-0.5,0.179,0.348,25,0.68,190,40,8,69,315,0,2,0
457,26,76,62,2200,0.517,0.311,10.7,1.2,0.6,11.1,16.9,0.138,1.9,0.422,0.463,198,0.848,143,49,17,90,913,0,11.43,0
458,32,73,73,2435,0.019,0.312,16.8,1.6,2.1,12,24.4,0.179,3.3,0.211,0.503,315,0.768,213,74,69,157,622,0,17.12,0
459,24,82,82,2861,0.195,0.375,38.4,2.6,0.6,13.2,32.8,0.195,5.1,0.323,0.466,575,0.8,607,145,24,273,341,0,23.21,0
460,30,57,16,435,0.353,0.164,10.3,1.6,0.8,12,15.2,0.051,-0.2,0.341,0.48,19,0.579,29,13,4,17,2313,0,2.19,0
461,30,61,7,830,0.007,0.379,4.2,2,2.7,16,12.1,0.181,0.7,0,0.724,58,0.672,22,32,28,34,2382,1,4.25,0
462,33,61,21,1095,0.161,0.345,12.9,1.8,1.3,11.9,17.4,0.083,-0.1,0.333,0.483,109,0.743,91,37,18,49,488,0,6.36,0
463,28,78,78,2842,0.398,0.328,37.5,1.4,0.8,14.5,24.4,0.184,3.9,0.378,0.482,369,0.859,604,75,30,218,905,0,18.92,0
464,21,78,56,1916,0.249,0.346,4.2,1.2,1.5,10,23.5,0.076,-0.8,0.332,0.463,272,0.706,46,44,37,101,569,0,11.96,0
465,26,39,9,1119,0.442,0.273,20.4,2,0.7,13,23.6,0.103,0.4,0.367,0.466,121,0.868,139,44,10,74,178,0,14.13,0
466,26,73,51,1727,0.353,0.211,6.9,1.1,1.7,10.5,15.1,0.063,0.3,0.325,0.477,99,0.778,77,37,38,60,921,0,7.25,0
467,30,46,46,1418,0.289,0.159,33.2,1.7,0.5,18,22.3,0.062,0.2,0.383,0.449,85,0.882,285,46,9,125,618,0,12.87,0
468,26,40,0,380,0.545,0.159,18.2,1.7,0.2,11.9,19.2,0.035,-0.1,0.306,0.583,21,0.476,39,12,1,19,657,0,3.65,0
