,Age,G,GS,MP,3PAr,FTr,AST%,STL%,BLK%,TOV%,USG%,WS/48,VORP,3P%,2P%,FTA,FT%,AST,STL,BLK,TOV,Popularity,C,PPG,Allstar
2309,32,80,11,1700,0.28,0.125,16.3,2,1.1,13.3,16.5,0.055,0.5,0.319,0.473,64,0.781,191,67,22,83,6,0,6.72,0
2310,23,81,35,1642,0.574,0.183,6,1.6,1.4,11.1,11.6,0.041,0.2,0.293,0.479,61,0.754,67,52,25,45,164,0,4.32,0
2311,23,36,0,285,0.535,0.061,11.7,0.2,0,9.8,17.9,0.014,-0.3,0.321,0.413,6,0.833,23,1,0,11,61,0,2.61,0
2312,24,68,66,2234,0.387,0.298,14.8,1.5,0.1,11.8,23.5,0.059,0.4,0.356,0.491,277,0.805,202,66,4,141,55,0,17.16,0
2313,33,69,40,1284,0.625,0.194,15.2,1.3,0.5,18.5,14.4,0.006,-0.6,0.33,0.418,63,0.857,135,35,9,80,13,0,5.17,0
2314,26,65,35,1525,0.317,0.319,31.4,1.8,0.3,18,16.3,0.075,-0.1,0.313,0.446,129,0.76,335,56,6,101,54,0,7.14,0
2315,33,74,15,1398,0.644,0.142,4.9,1.2,2.1,8.8,19.3,0.125,0.5,0.409,0.546,74,0.851,45,33,37,53,29,1,9.14,0
2316,28,63,63,2134,0.432,0.516,9.1,0.9,0.5,8.1,19.9,0.154,1.5,0.389,0.491,387,0.902,135,40,15,81,34,0,18.17,0
2320,32,74,74,2531,0.231,0.286,24.8,1.4,3.7,11.3,26.4,0.145,4,0.388,0.48,332,0.837,338,67,99,166,67,1,19.54,0
2321,36,64,39,1627,0.172,0.305,14.7,0.8,3.5,10.6,21.3,0.189,2.4,0.538,0.494,184,0.707,150,24,70,81,23,1,12.38,0
2322,30,30,30,1013,0.256,0.312,13.9,2.2,2.3,12.8,25.8,0.086,0.7,0.372,0.483,138,0.855,82,44,26,74,24,0,18.73,0
2323,24,9,0,32,0.4,0.2,7.9,0,0,0,15,-0.136,-0.1,0,0.167,2,1,2,0,0,0,24,0,0.44,0
2324,29,13,0,89,0.214,0.643,8.2,2.7,0.9,18.2,10.5,-0.032,-0.1,0,0.273,9,0.556,6,5,1,4,22,0,0.85,0
2325,26,75,75,2689,0.368,0.277,16.1,2.2,0.9,12.6,28.9,0.127,3.2,0.393,0.501,374,0.898,251,117,27,218,12,0,23.67,0
2326,22,5,0,48,0.286,1.429,8.3,1,0,14.9,12.3,0.107,0,0.5,0.2,10,0.9,3,1,0,2,152,0,2.8,0
2327,29,17,0,231,0.474,0.305,18.8,1.8,0,16.3,26.3,-0.03,-0.2,0.333,0.4,29,0.724,26,8,0,21,53,0,6.24,0
2331,39,69,0,1291,0.517,0.244,20.8,3.2,1,16.5,20.4,0.11,1.3,0.392,0.387,107,0.804,183,82,16,96,12,0,7.49,0
2332,24,81,81,2744,0.002,0.763,5.7,0.9,6.4,15.1,16.7,0.25,5.4,0,0.663,476,0.653,97,49,214,148,160,1,14.04,0
2336,21,80,72,2298,0.309,0.251,10.5,1.4,1.4,8.5,20.1,0.076,0.8,0.288,0.528,217,0.719,150,64,40,89,14,0,12.74,0
2337,28,75,15,2323,0.651,0.172,12.3,1,1.4,10,22.1,0.079,0.4,0.372,0.468,175,0.84,188,48,40,121,111,0,16.23,0
2338,32,82,82,2556,0.003,0.236,6.8,0.8,2.1,13.7,14.7,0.128,1.5,0,0.58,159,0.648,121,40,65,118,21,1,10.77,0
2339,23,27,1,189,0.375,0.375,4.7,1.6,0.5,6,11.8,0.108,0,0.6,0.4,15,0.667,6,6,1,3,51,0,2.11,0
2343,24,63,28,1028,0.445,0.243,17.3,2.3,0.6,11.7,16,0.118,0.4,0.366,0.473,73,0.89,120,47,8,44,13,0,5.87,0
2344,29,68,68,1807,0.693,0.071,9.6,2,2.6,14.1,13.5,0.09,2,0.379,0.42,32,0.844,124,71,58,76,6,0,7.31,0
2345,26,76,76,2471,0.405,0.328,27.6,3,3.4,19.8,16.2,0.16,4.6,0.308,0.494,213,0.709,533,154,106,184,18,0,10.21,0
2346,31,47,0,538,0.478,0.177,9.8,0.8,1.1,9.1,22.7,0.051,-0.4,0.351,0.463,41,0.805,33,9,7,25,43,0,5.57,0
2347,26,77,75,2101,0.29,0.334,6.3,1.1,1.5,14.1,14.4,0.131,1.4,0.379,0.549,167,0.802,84,46,34,94,129,0,8.95,0
2348,30,69,11,1534,0.346,0.301,8.1,1.2,0.7,10.6,20.3,0.022,-1,0.275,0.458,168,0.863,81,37,13,75,45,0,9.25,0
2349,27,61,61,2076,0.116,0.434,24.5,1.4,0.9,10.9,28,0.179,3.4,0.336,0.514,421,0.76,300,58,23,142,18,0,21.57,0
2350,26,64,7,1177,0.478,0.137,7.3,1.2,2.8,9.7,16.2,0.084,0.4,0.304,0.601,52,0.75,55,29,43,43,88,1,6.91,0
2351,24,22,0,163,0.238,0.476,3.8,0.3,7.2,16.4,17.6,-0.001,-0.1,0.5,0.375,20,0.45,4,1,13,10,55,1,2.18,0
2352,24,79,30,2154,0.457,0.235,14.3,1.3,0.6,9.5,22.5,0.107,0.9,0.357,0.537,214,0.766,182,55,15,106,29,0,14.47,0
2353,27,81,81,2947,0.493,0.575,50.7,2,1,19.5,34.2,0.245,9,0.347,0.53,881,0.847,906,120,37,464,146,0,29.09,0
2354,23,77,69,2223,0.311,0.199,6,1.9,2.5,11.1,15.1,0.092,1.5,0.351,0.572,124,0.621,89,85,70,85,81,0,10.04,0
2356,23,58,14,1064,0.02,0.351,9.6,0.9,3.2,9.9,17.6,0.183,0.8,0.143,0.663,121,0.628,64,20,42,44,47,1,9.09,0
2357,33,65,0,1087,0.519,0.378,20,2.1,0.6,12.5,19.7,0.096,0.4,0.328,0.476,129,0.829,136,43,7,57,33,0,6.72,0
2358,22,57,56,1782,0.4,0.21,13.6,1.9,0.3,9.8,18.4,0.124,1.6,0.42,0.558,134,0.776,164,71,8,76,61,0,14.93,0
2359,25,52,11,1138,0.61,0.135,7.3,1.2,0.5,12.5,16.5,0.032,-0.3,0.385,0.489,49,0.714,54,30,8,55,96,0,8.23,0
2360,27,4,0,25,0.133,0.267,12.7,0,0,10.7,35.4,-0.364,-0.1,0,0.231,4,0.5,2,0,0,2,9,0,2,0
2361,24,82,48,2567,0.295,0.213,8.8,1.2,1.3,7.6,21.7,0.129,2.1,0.347,0.537,226,0.841,142,60,39,95,13,0,16.11,0
2362,22,5,0,17,0.5,0.5,22.6,0,0,0,12.9,-0.146,0,0,0,2,0.5,3,0,0,0,15,0,0.2,0
2363,22,72,18,1474,0.433,0.539,20,1.9,1.3,16,16.4,0.051,-0.2,0.276,0.363,194,0.763,198,54,20,85,3,0,5.9,0
2364,36,17,0,130,0.13,0.652,6.4,1.9,0.6,21.3,12.8,0.069,-0.1,0,0.55,15,0.6,6,5,1,8,17,1,1.82,0
2368,26,73,73,2516,0.324,0.371,18.2,1.5,0.6,9.4,27.6,0.199,4,0.398,0.506,429,0.844,252,73,20,140,127,0,21.93,0
2369,29,72,41,1667,0.313,0.298,10.5,1.2,0.7,9,17.9,0.059,-0.5,0.353,0.455,165,0.806,112,41,15,62,57,0,9.19,0
2370,26,58,39,1123,0.003,0.346,7.7,1.3,6.1,13,16.6,0.115,0.5,0,0.516,107,0.692,57,29,78,53,16,1,6.76,0
2371,21,62,9,842,0.504,0.339,4.7,1.7,1.1,10.7,14.6,0.103,0.1,0.407,0.495,76,0.75,29,29,12,31,20,0,4.92,0
2372,22,72,22,1324,0.032,0.269,11.5,1.5,2.2,16.1,20.3,0.123,0.7,0.267,0.538,125,0.728,96,41,36,100,87,1,8.15,0
2373,21,65,2,960,0.436,0.152,9.6,1.5,1.2,14.1,18.8,-0.034,-0.9,0.299,0.398,50,0.8,62,30,14,58,10,0,4.88,0
2377,34,67,8,1198,0.023,0.496,8.6,2.2,2.7,13.1,19.7,0.165,0.8,0.333,0.624,197,0.589,65,56,40,73,41,1,9.09,0
2378,30,49,49,1544,0.384,0.323,22.6,1.7,0.6,10.9,23.5,0.182,2.2,0.403,0.523,196,0.801,203,50,11,85,97,0,16.92,0
2380,25,80,71,2374,0.566,0.268,8.1,1.5,1.1,13.3,11.5,0.055,1,0.348,0.43,128,0.805,141,71,32,82,22,0,7.04,0
2381,23,39,1,381,0.365,0.222,12.3,1.5,0.4,16.8,19.3,-0.027,-0.4,0.261,0.438,28,0.75,33,11,2,28,17,0,3.26,0
2382,26,67,61,2190,0.314,0.188,35.9,2.2,1.6,16.7,23.5,0.084,2,0.356,0.498,168,0.708,488,100,43,194,32,0,15.36,0
2383,27,82,4,1639,0.507,0.149,9.2,2,1.5,10.3,16.9,0.073,0.4,0.355,0.513,80,0.825,102,65,31,66,29,0,7.67,0
2384,22,78,50,1761,0.124,0.467,13.4,2.2,1.9,15.1,18.7,0.07,0.4,0.224,0.463,253,0.751,154,82,44,116,22,0,8.65,0
2385,23,57,17,1193,0.187,0.25,8.3,1.7,3.7,10.7,18.6,0.151,1.1,0.351,0.606,103,0.699,58,42,55,55,105,1,9.81,0
2386,24,59,55,1593,0.461,0.173,10.1,1.3,0.6,8.3,22.9,0.078,0.3,0.371,0.44,115,0.783,96,38,11,65,90,0,12.68,0
2387,30,68,68,2193,0.302,0.169,24.4,1.2,3.3,11.9,19.8,0.137,2.8,0.355,0.524,135,0.8,337,52,87,116,17,1,14,0
2388,31,74,74,2199,0.003,0.692,7.8,1.4,3.6,17.5,19.2,0.181,2.4,0,0.635,424,0.533,104,64,92,170,13,1,13.54,0
2389,33,23,1,237,0.279,0.25,30.8,2.1,0.7,20.1,17,-0.025,-0.3,0.211,0.429,17,0.529,52,10,2,19,10,0,2.74,0
2390,25,2,0,31,0.364,0.091,15.5,0,7.7,0,15.7,0.265,0.1,0.5,0.571,1,0,3,0,3,0,17,0,7,0
2391,31,56,4,689,0.252,0.383,6.4,1.1,2.6,10.1,17.6,0.115,-0.1,0.352,0.425,82,0.78,29,15,21,28,62,0,4.59,0
2396,33,76,0,1998,0.427,0.246,16.7,1.8,1.5,11.2,11.2,0.167,2.5,0.362,0.651,102,0.706,262,76,39,58,12,0,7.55,0
2401,29,82,26,1972,0.619,0.151,17.1,2.6,0.3,18.2,13.9,0.122,2.3,0.441,0.471,68,0.735,224,96,8,107,257,0,7.09,0
2402,19,79,40,2279,0.273,0.312,10.5,1.1,1.3,12.9,16.8,-0.007,-1.1,0.294,0.443,214,0.621,166,50,36,116,36,0,9.37,0
2403,24,72,72,2525,0.311,0.231,29.7,1.6,0.8,10.3,30.8,0.17,2.9,0.401,0.505,328,0.905,418,83,25,180,60,0,25.22,0
2404,33,2,0,33,0.333,0.667,20.3,3,0,43.6,9.2,0.06,-0.1,0,1,2,1,5,2,0,3,27,0,3,0
2405,22,5,0,17,0.25,1.5,28.2,0,0,0,17.3,0.386,0,1,0.667,6,0.5,3,0,0,0,28,0,2,0
2406,25,8,1,84,0.282,0.179,38,1.2,0,6.7,25.3,0.021,-0.1,0.273,0.357,7,0.857,19,2,0,3,126,0,4.38,0
2407,26,52,50,1424,0.272,0.201,30.3,1.2,0.3,13.4,26.4,0.065,0.2,0.359,0.442,136,0.868,270,35,5,114,48,0,14.46,0
2408,32,74,74,2794,0.254,0.395,41.3,1.6,1.3,16.1,30,0.221,7.3,0.363,0.611,531,0.674,646,92,44,303,36,0,26.41,0
2409,32,66,1,931,0.002,0.18,11,1,1.5,6.1,26.1,0.119,-0.3,0,0.5,85,0.765,57,19,16,33,76,1,8.11,0
2410,36,79,13,1614,0.542,0.315,6.6,0.8,0.5,11.8,12.2,0.063,-0.1,0.333,0.58,108,0.741,78,26,10,52,23,0,5.67,0
2411,25,4,0,13,0.4,0.4,11.5,0,0,0,18.9,0.167,0,0.5,0.333,2,1,1,0,0,0,126,0,1.75,0
2415,29,78,6,1232,0.496,0.141,8.1,1,1.1,12.3,11.4,0.081,0,0.346,0.523,37,0.703,71,26,17,39,64,0,3.83,0
2416,29,80,77,1608,0.178,0.27,13,1.6,3.2,15.7,13.6,0.149,1.7,0.409,0.612,100,0.67,140,52,62,77,20,0,6.5,0
2417,29,76,5,2085,0.333,0.28,20.9,1.8,3.2,16.5,22,0.117,2.5,0.34,0.548,215,0.707,276,76,86,171,370,0,12.83,0
2418,35,78,14,1843,0.412,0.123,12.6,1,0.8,9.5,18.5,0.099,0.8,0.411,0.454,77,0.818,144,36,18,69,31,0,9.17,0
2419,20,77,1,1371,0.422,0.145,10.5,2.1,1.5,15.5,14.8,0.012,0,0.292,0.398,53,0.679,105,56,24,71,30,0,4.4,0
2420,24,73,0,2178,0.303,0.308,16.6,1.9,1.6,8.8,20.9,0.128,1.9,0.372,0.46,254,0.768,233,84,44,90,72,0,13.73,0
2421,29,68,3,810,0.59,0.085,3.9,1.8,3,8,12.5,0.051,0,0.246,0.537,17,0.647,23,29,30,18,11,0,2.74,0
2422,21,73,59,2038,0.163,0.267,28.8,1.5,2.1,15.2,23.5,0.229,5.3,0.324,0.628,228,0.825,359,61,56,171,333,1,16.73,0
2423,36,1,0,12,0.25,0.5,14.5,0,0,9.3,39.9,-0.03,0,0,0.5,4,0.75,1,0,0,1,3,0,9,0
2424,19,32,8,545,0.091,0.339,3.1,1.2,1.9,8.6,11.7,0.098,0.1,0.273,0.591,41,0.707,12,14,13,13,130,0,5.25,0
2425,36,48,2,381,0.717,0.217,5.2,0.9,2.1,9,13,0.104,0,0.47,0.5,20,0.65,14,7,10,10,43,0,2.75,0
2429,20,60,0,774,0.403,0.238,28,3.1,0.6,16,13.6,0.095,0,0.356,0.454,43,0.767,156,47,5,38,9,0,3.48,0
2430,28,81,81,2570,0.003,0.737,5.7,1,4.3,13.2,15.3,0.22,3.9,0,0.717,425,0.482,96,52,135,116,13,1,12.7,0
2431,25,80,22,2003,0.204,0.185,20,1.7,0.6,13.1,18.4,0.082,0.6,0.356,0.477,122,0.77,265,66,13,108,30,0,9.25,0
2432,23,75,16,1954,0.441,0.195,13.5,1.2,1.5,8,21.8,0.056,0.2,0.328,0.455,156,0.756,162,47,34,76,5,1,11.65,0
2433,24,72,0,1533,0.052,0.387,7.9,1,2,12.5,27.3,0.183,0.3,0.132,0.568,285,0.786,67,32,38,123,88,1,14.35,0
2434,25,16,0,110,0.357,0.214,10.2,1.8,3.9,11.5,13.7,0.029,-0.1,0.4,0.222,6,0.833,8,4,5,4,93,0,1.56,0
2435,23,81,81,2349,0.015,0.314,7.4,1.7,2.9,7.4,14.6,0.119,1.3,0.111,0.483,194,0.784,114,81,77,56,8,0,9.17,0
2436,27,70,24,1754,0.419,0.329,14.6,1.2,0.3,13.9,23.9,0.039,-0.4,0.341,0.468,242,0.843,157,46,6,136,67,0,13.13,0
2437,25,54,5,1140,0.265,0.293,17.8,1.1,0.4,13.1,25,0.013,-0.7,0.324,0.425,154,0.857,130,27,5,89,7,0,11.02,0
2441,27,71,62,1419,0.003,0.158,5.3,1.3,3.1,12.7,15.3,0.089,0,0,0.552,62,0.613,47,36,48,61,34,1,6.62,0
2442,27,68,5,1016,0.455,0.184,10.3,1.4,0.9,11.3,19.2,0.055,-0.2,0.321,0.517,68,0.809,69,29,11,51,59,0,6.25,0
2443,20,33,12,612,0.037,0.339,7.5,1.3,1.9,12.9,21.3,0.099,-0.1,0.375,0.543,74,0.703,27,16,13,37,17,0,8.76,0
2444,24,62,5,1143,0.297,0.263,11.3,1.2,1.8,6.8,23.2,0.115,0.1,0.281,0.536,129,0.853,75,27,23,40,34,0,9.73,0
2445,27,18,3,174,0.574,0.191,23,1.2,0.5,27.2,18.2,0.044,-0.1,0.37,0.5,9,1,28,4,1,19,45,0,3.28,0
2449,21,47,47,1749,0.437,0.197,12.6,1.2,0.5,9.9,21.7,0.082,0.8,0.387,0.515,140,0.836,139,41,10,85,17,0,18.91,0
2450,29,69,24,1732,0.226,0.416,30,2.2,0.3,17.3,19.5,0.088,0.3,0.288,0.502,217,0.797,335,74,6,129,17,0,9.87,0
2451,22,35,1,249,0.573,0.191,6.2,1.8,1,10.2,19,-0.054,-0.3,0.255,0.342,17,0.765,11,9,3,11,49,0,2.23,0
2452,31,77,74,2459,0.382,0.139,10.6,1.6,0.8,8.5,14.4,0.081,1.1,0.401,0.49,98,0.867,179,81,23,69,31,0,10.84,0
2454,23,77,34,1560,0.026,0.449,4.2,1.1,5.1,15.5,17.6,0.091,0.1,0.25,0.503,208,0.721,44,37,98,102,8,1,7.96,0
2455,25,74,74,2474,0.294,0.407,18.9,2.7,1.8,9.1,31.1,0.264,6.2,0.381,0.529,533,0.88,260,132,55,154,37,0,25.51,0
2456,24,74,12,1222,0.563,0.106,8.4,0.5,1.8,8.1,15.5,0.053,-0.4,0.347,0.436,40,0.875,71,13,28,35,54,0,5.42,0
2457,27,75,34,1944,0.259,0.175,8.6,0.8,1.1,8.7,17.3,0.112,1.1,0.293,0.545,113,0.867,111,31,26,66,33,0,10.23,0
2458,22,57,26,1237,0.484,0.245,13.7,1.9,0.5,12.3,16.6,0.07,0.3,0.321,0.571,93,0.72,110,49,8,59,97,0,8.21,0
2462,26,75,75,2694,0.388,0.366,28.7,1.3,0.6,10.2,31.5,0.184,4.3,0.37,0.491,545,0.895,439,68,20,197,80,0,26.99,0
2463,28,36,33,883,0.39,0.353,35.5,2.2,1.2,15.7,26.6,0.115,0.9,0.372,0.48,141,0.816,184,41,14,86,71,0,14.53,0
2464,31,76,3,1345,0.009,0.19,13.5,1.4,1.2,15.1,12.9,0.094,0,0.333,0.55,60,0.7,139,38,20,61,21,0,5.12,0
2465,24,18,0,234,0.174,0.321,10.7,1.9,3.1,9.5,25.4,0.195,0.3,0.368,0.6,35,0.543,13,9,9,13,266,1,8.22,0
2466,20,53,4,447,0.084,0.318,8.5,1.5,3,12.2,13.4,0.154,0.3,0.222,0.551,34,0.618,29,14,17,17,11,1,2.55,0
2467,28,75,75,2222,0.33,0.311,14.8,0.8,4.2,12.1,29.2,0.105,2,0.346,0.536,364,0.81,176,38,124,184,86,1,20.52,0
2468,28,81,81,2271,0.003,0.134,5.6,0.4,4.1,9.9,17.5,0.09,0.6,0,0.494,104,0.721,80,18,117,90,24,1,10.36,0
2469,28,60,60,1885,0.449,0.34,9.8,1.4,0.9,10.9,26.4,0.163,1.3,0.373,0.471,295,0.871,116,53,22,122,47,0,19.03,0
2470,30,60,60,2244,0.51,0.398,29.9,2,0.7,13.8,24.9,0.216,4.9,0.412,0.518,365,0.819,417,88,19,173,47,0,22.4,0
2472,21,69,19,1190,0.446,0.341,9.6,1.3,0.7,15,17.8,0.034,-0.6,0.311,0.475,123,0.854,75,32,10,73,167,0,6.45,0
2473,21,71,4,1158,0.465,0.18,9.6,1.2,1.4,11.9,21.7,0.032,-0.3,0.319,0.4,79,0.722,70,26,20,64,16,0,6.2,0
2474,26,55,9,1205,0.315,0.202,20.4,1.8,0.2,17.8,19.6,0.054,0.1,0.308,0.51,77,0.688,154,42,3,90,67,0,7.82,0
2476,19,57,34,562,0.409,0.271,6.2,0.9,4.1,7.7,17.8,0.113,0.1,0.378,0.514,49,0.653,23,10,26,17,30,1,3.96,0
2477,22,42,3,558,0.166,0.331,2.2,1.6,1.5,13.9,16.4,0.054,-0.6,0.36,0.389,50,0.8,8,17,9,28,20,0,3.93,0
2478,30,73,73,2495,0.566,0.211,13.6,1.6,0.6,9.9,19.4,0.06,1.3,0.363,0.432,179,0.816,210,77,16,102,22,0,13.51,0
2479,30,80,76,1787,0.291,0.23,3.1,2.3,1.6,10.1,11.6,0.084,1.2,0.391,0.552,87,0.678,39,81,35,47,26,0,6.05,0
2480,24,52,2,457,0.068,0.359,4.9,1.9,5,12.3,14.6,0.115,0.2,0.25,0.55,42,0.5,17,18,29,19,183,0,2.83,0
2481,21,71,20,1074,0.502,0.151,9,1.4,1.1,12.1,11.9,0.077,0.1,0.333,0.533,37,0.784,77,32,15,36,64,0,3.97,0
2482,24,30,3,287,0.4,0.36,7,1.4,0.6,5.4,14,0.076,-0.1,0.233,0.511,27,0.852,15,8,2,5,15,0,3,0
2483,25,80,80,2796,0.305,0.204,18,1.3,1.2,9.9,27.5,0.131,2.1,0.42,0.506,294,0.912,285,72,42,172,35,0,22.96,0
2484,24,81,51,2133,0.107,0.176,37.5,3.1,0.4,22.4,14.4,0.084,0,0.2,0.492,90,0.811,534,134,10,159,170,0,6.86,0
2494,29,77,10,739,0.013,0.348,3.8,1.2,7.1,9.8,23.8,0.225,0.5,0,0.66,111,0.505,17,19,67,40,97,1,6.13,0
2495,25,78,65,1966,0.478,0.154,8.8,1.2,0.7,10.2,12.3,0.072,0.8,0.332,0.488,71,0.62,124,45,18,56,68,0,6.37,0
2496,23,61,26,1176,0.406,0.222,6.9,1.2,0.5,11.9,20.1,0.015,-0.8,0.382,0.462,93,0.753,51,29,6,62,8,0,8.11,0
2497,25,37,4,384,0.34,0.227,7.4,1,1.3,7.8,20.8,0.02,-0.4,0.353,0.404,34,0.794,19,8,6,14,100,0,4.35,0
2498,29,22,14,381,0.263,0.076,18.9,1.3,0.8,15.9,16.9,0.036,0,0.419,0.356,9,0.667,50,10,4,23,0,0,4.86,0
2499,29,36,10,738,0.535,0.289,9.3,2.3,0.4,11.1,19.4,0.073,0,0.409,0.395,74,0.878,45,34,4,36,18,0,9.08,0
2500,30,73,11,905,0.022,0.445,2.4,1.8,6.1,19.6,10.6,0.159,0.5,0.333,0.649,61,0.59,14,32,61,40,25,1,2.92,0
2501,22,25,1,141,0.029,0.412,7.1,1.1,3.5,18.3,15.5,0.036,-0.1,0,0.455,14,0.571,7,3,6,9,41,0,1.52,0
2502,25,29,23,889,0.312,0.276,17.5,2.3,0.7,14.8,22.5,0.085,0.3,0.433,0.459,92,0.88,99,41,7,65,101,0,14.69,0
2503,29,76,29,1776,0.632,0.144,4.1,1.3,1.2,5.5,18.4,0.109,0.7,0.413,0.471,93,0.903,48,46,25,40,2,0,10.72,0
2504,36,20,0,151,0.87,0.087,18.3,0.6,0,35.2,10.4,0.021,-0.1,0.4,0.333,2,1,22,2,0,13,29,0,1.4,0
2505,28,80,8,1754,0.572,0.129,24.3,1.9,0.1,13.3,19.5,0.139,1.5,0.413,0.474,80,0.825,280,65,3,101,11,0,9.49,0
2506,29,2,0,23,0.286,0.286,5.6,0,0,20.2,18,-0.233,-0.1,0,0.2,2,0.5,1,0,0,2,18,0,1.5,0
2507,31,69,67,2343,0.248,0.417,17.9,1.9,2.3,12.1,24.4,0.132,2.7,0.311,0.486,405,0.768,252,90,62,158,190,0,18.06,0
2508,25,70,15,1679,0.603,0.205,6.9,1.6,2.7,10.4,19.8,0.108,1,0.342,0.52,128,0.773,75,53,56,79,12,0,10.63,0
2509,26,81,0,1823,0.006,0.329,17.3,2.6,1.8,14.4,24.3,0.147,1.9,0,0.536,239,0.741,187,92,38,140,11,1,11.74,0
2510,27,73,22,1820,0.336,0.12,13.8,1.3,1.4,8.7,17.4,0.07,0.3,0.37,0.501,74,0.77,164,50,32,62,13,0,9.59,0
2511,27,79,79,2565,0.355,0.184,9.4,1,0.8,7.4,20.3,0.072,1,0.331,0.466,185,0.784,160,52,25,87,61,0,13.99,0
2512,27,76,76,2374,0.22,0.242,7.8,1.7,1.5,11.6,20.5,0.083,0.6,0.362,0.483,215,0.837,126,82,42,129,27,0,13.99,0
2516,26,34,0,479,0.341,0.355,10.3,1.8,1.9,16.3,17.6,0.018,-0.1,0.234,0.505,49,0.51,34,18,11,31,72,0,4.41,0
2517,30,54,52,1104,0.003,0.238,5.9,0.7,2.3,16.6,16.8,0.048,-0.4,0,0.517,78,0.808,43,16,31,72,17,1,7.43,0
2518,20,55,41,1406,0.323,0.303,21.8,1.4,0.7,16.5,22.6,0.006,-0.6,0.315,0.408,167,0.784,217,41,13,123,17,0,10.96,0
2519,24,78,1,1516,0.244,0.318,3.7,0.7,0.3,7.6,21.5,0.086,-0.9,0.336,0.529,190,0.774,35,22,6,56,13,0,9.9,0
2520,20,38,8,322,0.198,0.259,22.6,1.3,1.5,22.7,23.5,0.004,-0.2,0.391,0.441,30,0.7,48,8,6,38,51,0,3.42,0
2521,19,82,10,1764,0.471,0.164,14,1.4,1.1,12.6,21.6,0.037,-0.3,0.334,0.466,120,0.883,170,52,24,113,38,0,9.89,0
2522,25,70,3,1237,0.326,0.19,11.9,1.2,2.8,13.1,14.8,0.132,1,0.418,0.546,64,0.766,95,30,41,55,28,1,6.21,0
2523,24,63,7,1442,0.1,0.222,9.7,2.8,2.3,12.4,13.4,0.118,1.5,0.278,0.554,80,0.738,96,82,40,56,19,0,7.13,0
2524,25,53,2,512,0.503,0.268,19.5,3.1,0.3,16.7,21.2,0.06,0,0.37,0.429,49,0.776,67,32,2,41,6,0,4.11,0
2525,24,32,4,331,0.081,0.302,3.5,2.3,2,11,14.3,0.059,-0.1,0.143,0.481,26,0.731,8,15,8,12,13,0,3.06,0
2526,32,2,0,18,0.286,0.571,7.1,0,0,0,21.2,-0.189,-0.1,0,0,4,1,1,0,0,0,8,0,2,0
2527,34,75,39,2045,0.452,0.104,26,1.3,0.3,17,15.8,0.065,0,0.388,0.489,63,0.714,385,53,8,129,65,0,9.16,0
2528,24,40,0,346,0.341,0.099,15.1,3.2,1.2,13.6,14.8,0.1,0.1,0.323,0.517,9,0.889,34,21,5,15,23,0,2.5,0
2529,23,23,0,93,0.333,0.056,7.5,1.6,0,11.9,20.2,-0.168,-0.2,0.083,0.333,2,1,5,3,0,5,36,0,0.91,0
2533,31,46,46,1015,0.005,0.388,14.1,1.5,3,19.8,12.5,0.107,1.1,0,0.495,78,0.436,103,30,37,58,24,1,5.04,0
2537,24,57,6,1088,0.077,0.429,5.4,2.4,7.2,19.9,9.5,0.164,2,0.25,0.694,67,0.657,42,52,90,46,14,1,4.44,0
2539,38,54,54,1424,0.308,0.165,10.6,1.1,2.4,6.6,25.8,0.084,0.2,0.378,0.463,112,0.875,82,30,38,51,130,0,14.24,0
2543,24,20,2,397,0.062,0.481,5,1.6,1.4,10.1,11.8,0.09,0,0.2,0.605,39,0.641,14,13,7,11,142,0,6,0
2547,26,79,8,1229,0.041,0.201,14.8,1.5,6.9,14.5,18.5,0.151,1.7,0.118,0.538,83,0.771,117,36,104,76,51,1,6.28,0
2549,24,67,67,2222,0.378,0.165,12.5,1.7,0.8,10.6,21.4,0.085,0.4,0.361,0.491,154,0.753,176,78,21,119,26,0,15.93,0
2550,25,75,6,1538,0.378,0.242,15.2,1.4,1.5,14.6,19,0.127,1,0.354,0.608,123,0.732,148,43,29,96,25,1,9.04,0
2551,21,79,5,1605,0.425,0.224,4,1.8,0.9,9.2,14.5,0.062,-0.1,0.287,0.52,99,0.758,47,58,17,49,28,0,6.34,0
2552,32,70,70,1268,0.007,0.41,13.6,2.2,2,19.5,15.3,0.177,1.5,0,0.538,126,0.778,132,59,33,88,147,1,6.09,0
2553,19,22,0,355,0.02,0.137,9,0.4,4.4,18.2,16.9,0.058,-0.1,0,0.56,14,0.857,20,3,17,24,14,1,5.64,0
2554,21,51,50,1728,0.219,0.268,14.3,1.5,1.1,9.2,26.5,0.113,1,0.365,0.525,218,0.743,142,51,22,92,27,0,20.1,0
2555,34,63,63,1587,0.121,0.206,27.8,1.1,0.1,12.5,20.2,0.091,-0.4,0.333,0.484,117,0.726,285,33,2,89,12,0,10.13,0
2556,28,34,34,675,0.419,0.194,12.8,1.5,0.7,9.1,17.8,0.016,-0.3,0.269,0.388,43,0.814,55,20,5,24,68,0,6.18,0
2557,25,5,0,40,0.4,0.2,21.1,1.2,0,19.7,22.2,-0.176,-0.1,0.167,0.222,3,0.667,6,1,0,4,26,0,1.8,0
2558,27,65,8,1599,0.659,0.156,6.6,1.3,1.2,8.5,12.5,0.1,1.2,0.372,0.458,60,0.717,76,40,23,38,45,0,6.85,0
